Key	Value
意识({0:P0})\n大脑受伤会影响该值，意识影响工作效率，当意识过低会导致昏迷。	意识({0:P0})\n大脑受伤会影响该值，意识影响工作效率，当意识过低会导致昏迷。
经脉({0:P0})\n经脉受伤会影响该值，经脉影灵气最大值及修炼效率，经脉过低会导致无法修炼。	经脉({0:P0})\n经脉受伤会影响该值，经脉影灵气最大值及修炼效率，经脉过低会导致无法修炼。
移动({0:P0})\n下肢受伤会影响该值，移动影响走路速度和一些体力工作的效率。	移动({0:P0})\n下肢受伤会影响该值，移动影响走路速度和一些体力工作的效率。
身手({0:P0})\n上肢受伤会影响该值，身手影响大部分工作的效率。	身手({0:P0})\n上肢受伤会影响该值，身手影响大部分工作的效率。
感知({0:P0})\n眼睛与耳朵受伤会影响该值，感知影响视野范围和精细工作的效率。	感知({0:P0})\n眼睛与耳朵受伤会影响该值，感知影响视野范围和精细工作的效率。
死因：{0}	死因：{0}
{0}\n类型：{1}\n致命部位：{2}\n\n影响：{3}	{0}\n类型：{1}\n致命部位：{2}\n\n影响：{3}
否	否
已失去	已失去
来自:{0}	来自:{0}
[color=#909090]不变[/color]	[color=#909090]不变[/color]
[color=#FF0000]{0}后完全恶化[/color]	[color=#FF0000]{0}后完全恶化[/color]
[color=#006B12]{0}后痊愈[/color]	[color=#006B12]{0}后痊愈[/color]
\n已治疗(剩余:{0:N0}s)	\n已治疗(剩余:{0:N0}s)
\n[color=#D06508]治疗效果不好或自身恢复力太差，请提高治疗效果或自身恢复力。[/color]	\n[color=#D06508]治疗效果不好或自身恢复力太差，请提高治疗效果或自身恢复力。[/color]
\n丹药生效中	\n丹药生效中
\n[color=#D06508]药效不足或自身恢复力太差，请使用更好的药物或提高自身恢复力。[/color]	\n[color=#D06508]药效不足或自身恢复力太差，请使用更好的药物或提高自身恢复力。[/color]
影响:{0:N2}%\n程度:{1:N2}%({4:N4})\n疼痛:{2}\n趋势:{3}\n{5}	影响:{0:N2}%\n程度:{1:N2}%({4:N4})\n疼痛:{2}\n趋势:{3}\n{5}
\n[color=#9e6404]内门伤害只能靠服用对应的丹药才能治疗[/color]	\n[color=#9e6404]内门伤害只能靠服用对应的丹药才能治疗[/color]
{0:N2}%({1:N2}%)\n疼痛:{2}	{0:N2}%({1:N2}%)\n疼痛:{2}
{0:N0}℃至{1:N0}℃	{0:N0}℃至{1:N0}℃
{0:N1}米	{0:N1}米
{0}是{1}	{0}是{1}
\n剩余: {0}	\n剩余: {0}
法宝战斗强度:	法宝战斗强度:
法宝灵气容量:	法宝灵气容量:
法宝回灵速度:	法宝回灵速度:
法宝攻击间隔:	法宝攻击间隔:
法宝飞行速度:	法宝飞行速度:
法宝转弯速度:	法宝转弯速度:
术法伤害加成:	术法伤害加成:
术法冷却缩短:	术法冷却缩短:
术法消耗加成:	术法消耗加成:
护盾强度:	护盾强度:
{0:F1}/秒	{0:F1}/秒
{0:F1}秒	{0:F1}秒
{0:F0}米/秒	{0:F0}米/秒
{0:F0}度/秒	{0:F0}度/秒
{0:N2}点/灵气	{0:N2}点/灵气
{0}代弟子	{0}代弟子
飞升滞留次数	飞升滞留次数
滞留{0}次	滞留{0}次
师父:	师父:
金丹灵气：{0:N0}\n根本灵气：{1:F0}\n炼精化气：{2:F0}\n上品金丹(1-3)：丹成上品，此世有成仙之契机。\n中品金丹(4-6):丹成中品，修成元婴已是极限，若想飞升，倍加艰难。\n下品金丹(7-9):丹成下品，想修成元婴也将阻难重重。	金丹灵气：{0:N0}\n根本灵气：{1:F0}\n炼精化气：{2:F0}\n上品金丹(1-3)：丹成上品，此世有成仙之契机。\n中品金丹(4-6):丹成中品，修成元婴已是极限，若想飞升，倍加艰难。\n下品金丹(7-9):丹成下品，想修成元婴也将阻难重重。
鼎炉\n鼎炉之限：{0:F0}\n炼精化气：{1:F0}/{0:F0}\n阶段：{2}\n{3}\n\n[color=#D06508]炼精化气：修炼时消耗精元并提高灵气最大值。\n鼎炉之限：肉身所能承担炼精化气的最大数值，由先天潜力决定。[/color]	鼎炉\n鼎炉之限：{0:F0}\n炼精化气：{1:F0}/{0:F0}\n阶段：{2}\n{3}\n\n[color=#D06508]炼精化气：修炼时消耗精元并提高灵气最大值。\n鼎炉之限：肉身所能承担炼精化气的最大数值，由先天潜力决定。[/color]
等待师父{1}完成{0}。	等待师父{1}完成{0}。
正在感悟天地	正在感悟天地
{1}({0})\n{2:F0}岁\n寿元:{3}	{1}({0})\n{2:F0}岁\n寿元:{3}
轮回者不能改变经历。	轮回者不能改变经历。
\n剩余:{0}	\n剩余:{0}
木头	木头
皮毛布料	皮毛布料
修行相关	修行相关
弟子会自己安排修炼时间和行为	弟子会自己安排修炼时间和行为
[境界]持续修行功法直到功法达到瓶颈	[境界]持续修行功法直到功法达到瓶颈
[心境]持续调整心境直到心境无暇	[心境]持续调整心境直到心境无暇
[练功]自主进行练习，获取较多参悟经验。	[练功]自主进行练习，获取较多参悟经验。
修改名称	修改名称
一个区域	一个区域
指定交互角色	指定交互角色
取消	取消
\n[color=#0000FF]所属工作:{0}[/color]	\n[color=#0000FF]所属工作:{0}[/color]
\n-\n[color=#009900][按住Shift可指定多个目标][/color]	\n-\n[color=#009900][按住Shift可指定多个目标][/color]
\n灵气：{0:N0}({1:N0})	\n灵气：{0:N0}({1:N0})
\n寿元：{0:N0}({1:N0})	\n寿元：{0:N0}({1:N0})
\n修为：{0:N0}({1:N0})	\n修为：{0:N0}({1:N0})
弱	弱
强	强
[align=center]风水详情[/align]	[align=center]风水详情[/align]
\n[color=#{1}]{0}房间布局(拥挤程度)[/color]	\n[color=#{1}]{0}房间布局(拥挤程度)[/color]
\n[color=#FF0000]---风水外泄[/color]	\n[color=#FF0000]---风水外泄[/color]
\n特殊:\n[color=#FF0000]{0}神秘洞穴[/color]	\n特殊:\n[color=#FF0000]{0}神秘洞穴[/color]
\n镇物:	\n镇物:
\n无	\n无
契合	契合
不合	不合
  ({0}格[{1}])	  ({0}格[{1}])
拥有者:{0}	拥有者:{0}
房间温度\n室内的当前温度	房间温度\n室内的当前温度
房间布局\n房间内家具摆放拥挤或空旷程度。	房间布局\n房间内家具摆放拥挤或空旷程度。
房间影响\n房屋内家具设施的品阶高低。	房间影响\n房屋内家具设施的品阶高低。
房间美观\n房间内的美观程度。	房间美观\n房间内的美观程度。
储存区 ({0}格)	储存区 ({0}格)
{0} ({1}格)	{0} ({1}格)
种植区 ({0}格)	种植区 ({0}格)
兽圈 ({0}格)	兽圈 ({0}格)
尸体	尸体
{0}品金丹	{0}品金丹
劫云灵气	劫云灵气
{0}\n选择一个目标，对其发起攻击。(快捷键：[keycode]Attack[/keycode])\n[color=#D06508]右击可改变模式[/color]	{0}\n选择一个目标，对其发起攻击。(快捷键：[keycode]Attack[/keycode])\n[color=#D06508]右击可改变模式[/color]
[击败模式]	[击败模式]
[color=#FF0000][击杀模式][/color]	[color=#FF0000][击杀模式][/color]
{0}\n防御及保护，开启后会自动反击发起攻击的敌人\n[color=#D06508]点击可改变模式[/color]	{0}\n防御及保护，开启后会自动反击发起攻击的敌人\n[color=#D06508]点击可改变模式[/color]
[关闭]	[关闭]
[color=#009900][打开][/color]	[color=#009900][打开][/color]
仅外门	仅外门
仅内门	仅内门
外门及内门	外门及内门
[{0}]\n自动攻击目标\n[color=#D06508]点击可改变模式[/color]	[{0}]\n自动攻击目标\n[color=#D06508]点击可改变模式[/color]
道行:{0}\n{1}	道行:{0}\n{1}
心境:{0:N0} ({1})\n心境会大幅度影响修炼相关行为的效率和成功率。	心境:{0:N0} ({1})\n心境会大幅度影响修炼相关行为的效率和成功率。
+{0:N2}/秒	+{0:N2}/秒
灵气:{0:N0}/{1:N0}\n灵气是施展内门行为的基础资源。\n角色会从环境中吸取灵气	灵气:{0:N0}/{1:N0}\n灵气是施展内门行为的基础资源。\n角色会从环境中吸取灵气
筑基值:{0:F0}/{1:F0} ({2:F0}%)	筑基值:{0:F0}/{1:F0} ({2:F0}%)
饮水	饮水
精力	精力
精元	精元
\n[color=#FF8B00]消耗平衡点:{0:N0}\n(内门弟子吞服天地灵气补充食物的速度与自身消耗食物的速度在此处达到平衡)[/color]	\n[color=#FF8B00]消耗平衡点:{0:N0}\n(内门弟子吞服天地灵气补充食物的速度与自身消耗食物的速度在此处达到平衡)[/color]
情绪:{0:N0}\n外门弟子情绪低于30会发生怠工。\n内门弟子的情绪太差则会影响到心境的变化甚至发生入魔	情绪:{0:N0}\n外门弟子情绪低于30会发生怠工。\n内门弟子的情绪太差则会影响到心境的变化甚至发生入魔
归属感：{0:0}	归属感：{0:0}
{0}\n已失去	{0}\n已失去
{2}\n灵气:{0:N0}/{1:N0}	{2}\n灵气:{0:N0}/{1:N0}
{0}的尸体	{0}的尸体
等待物品:\n	等待物品:\n
搬运中	搬运中
{0} 搬运中\n	{0} 搬运中\n
[color=#FF0000]工作位被阻挡[/color]\n	[color=#FF0000]工作位被阻挡[/color]\n
无合适材料	无合适材料
法宝:{0}件	法宝:{0}件
(休眠)	(休眠)
{1}{0:N2}/天	{1}{0:N2}/天
{9}：{10:N2}%\n灵煞趋势：{8}{0:N2}/天\n　蕴养加成：{1}\n　天气加成：{2}\n　季节加成：{3}\n　五行加成：{4}\n　交感加成：{5}\n\n当前状态：{6}\n　{7}\n	{9}：{10:N2}%\n灵煞趋势：{8}{0:N2}/天\n　蕴养加成：{1}\n　天气加成：{2}\n　季节加成：{3}\n　五行加成：{4}\n　交感加成：{5}\n\n当前状态：{6}\n　{7}\n
此间房屋中，[color=#ff0000]床铺风水[/color]出了问题。房屋主人终日被噩梦缠身，请尝试调整床铺风水，使之化凶为吉。	此间房屋中，[color=#ff0000]床铺风水[/color]出了问题。房屋主人终日被噩梦缠身，请尝试调整床铺风水，使之化凶为吉。
所谓风水，指的是目标建筑五行属性，与所在位置五行分布的融洽关系。\n例如：[color=#ff0000]火属性[/color]的建筑在[color=#ff0000]水属性[/color]的环境中，就会因[color=#ff0000]水克火[/color]的原因而风水不好。\n[color=#ff0000]火属性[/color]的建筑在[color=#ff0000]木属性[/color]的环境中，因[color=#ff0000]木生火[/color]之故，风水就会很棒。\n在屏幕左上角可以随时查看五行生克关系。	所谓风水，指的是目标建筑五行属性，与所在位置五行分布的融洽关系。\n例如：[color=#ff0000]火属性[/color]的建筑在[color=#ff0000]水属性[/color]的环境中，就会因[color=#ff0000]水克火[/color]的原因而风水不好。\n[color=#ff0000]火属性[/color]的建筑在[color=#ff0000]木属性[/color]的环境中，因[color=#ff0000]木生火[/color]之故，风水就会很棒。\n在屏幕左上角可以随时查看五行生克关系。
你可以通过屏幕左上角的太极图来进入风水视图，在风水试图下，屏幕中央的五边形即为鼠标所在位置的五行分布。	你可以通过屏幕左上角的太极图来进入风水视图，在风水试图下，屏幕中央的五边形即为鼠标所在位置的五行分布。
[color=#ff0000]装饰性建筑[/color]/[color=#ff0000]地板[/color]/[color=#ff0000]墙壁[/color]根据其主材料不同可以改变附近的五行分布，请尝试使用合适的材料去改换床铺附近的建筑，使之风水化凶为吉。	[color=#ff0000]装饰性建筑[/color]/[color=#ff0000]地板[/color]/[color=#ff0000]墙壁[/color]根据其主材料不同可以改变附近的五行分布，请尝试使用合适的材料去改换床铺附近的建筑，使之风水化凶为吉。
一座深山中的大宅因风水不好而频发怪事，请尝试改善大宅中的四个房间的风水，使之化凶为吉。\n可以点击房间中的空地来选中房间。	一座深山中的大宅因风水不好而频发怪事，请尝试改善大宅中的四个房间的风水，使之化凶为吉。\n可以点击房间中的空地来选中房间。
房间风水与房内风水建筑的风水有关，此外还因使房间[color=#ff0000]布局[/color]处于恰当状态，无论拥挤或空旷都会影响房间风水。	房间风水与房内风水建筑的风水有关，此外还因使房间[color=#ff0000]布局[/color]处于恰当状态，无论拥挤或空旷都会影响房间风水。
恭喜你完成挑战！您可以回到主菜单选择其他内容或者继续游戏。	恭喜你完成挑战！您可以回到主菜单选择其他内容或者继续游戏。
由{0}一手创建的修行门派，自成立以来，便如异军突起，短短数年便成就宗师气象，于修行界占据一席之地，留下赫赫威名。	由{0}一手创建的修行门派，自成立以来，便如异军突起，短短数年便成就宗师气象，于修行界占据一席之地，留下赫赫威名。
江湖名门{0}所处之地，原本只是一座无人问津的荒山，但所谓山不在高，有仙则灵。此地经过{0}几代弟子数百年发展，早已成为仙家洞天福地。	江湖名门{0}所处之地，原本只是一座无人问津的荒山，但所谓山不在高，有仙则灵。此地经过{0}几代弟子数百年发展，早已成为仙家洞天福地。
抱歉，因为某种异常的原因系统忘记了您老门派的名字，需要您重新告诉我们。谢谢。	抱歉，因为某种异常的原因系统忘记了您老门派的名字，需要您重新告诉我们。谢谢。
老门派	老门派
神秘大能	神秘大能
输入老门派的名字	输入老门派的名字
太虚傀儡	太虚傀儡
{0}之镇派法宝，乃是前代派中高人的贴身法器。但自从百年前便被封印，再无人启用，似乎在等待着什么。	{0}之镇派法宝，乃是前代派中高人的贴身法器。但自从百年前便被封印，再无人启用，似乎在等待着什么。
太虚幻境\n假作真时真亦假，无为有时有还无。\n太上有道虚作实，心中无疑幻成真。	太虚幻境\n假作真时真亦假，无为有时有还无。\n太上有道虚作实，心中无疑幻成真。
在逃亡途中，你们不幸被追杀的敌人找寻到，生死关头，一名青山高冠的仙人从天而降，飞剑如电，瞬间将追兵斩杀。\n  你们刚准备拜谢救命之恩，那名仙人就挥手阻止了你们，而后连说三声真像，便留下一封信笺，化光而去……	在逃亡途中，你们不幸被追杀的敌人找寻到，生死关头，一名青山高冠的仙人从天而降，飞剑如电，瞬间将追兵斩杀。\n  你们刚准备拜谢救命之恩，那名仙人就挥手阻止了你们，而后连说三声真像，便留下一封信笺，化光而去……
数日逃亡之后……	数日逃亡之后……
春去冬来，草长莺飞。数年后……	春去冬来，草长莺飞。数年后……
观察四周	观察四周
{0}:{1} 需求:{2}\n	{0}:{1} 需求:{2}\n
\n分类需求:	\n分类需求:
世界运转	世界运转
周天神算	周天神算
{0}可能会发生事件:\n[color=#D06508]{1}[/color]	{0}可能会发生事件:\n[color=#D06508]{1}[/color]
信鸽信息	信鸽信息
历练故事	历练故事
此地	此地
开始测试 {0}！	开始测试 {0}！
{0} 选项{1}显示条件报错！\n	{0} 选项{1}显示条件报错！\n
{0}测试通过！	{0}测试通过！
成功条件	成功条件
成功结果	成功结果
失败结果	失败结果
{0}执行 选项{1} 的 {2} 结果时报错\n	{0}执行 选项{1} 的 {2} 结果时报错\n
天下数据	天下数据
一个新的地点被发现：{0}	一个新的地点被发现：{0}
